close,date
4510.527,2010-01-04
4557.475,2010-01-05
4550.279,2010-01-06
4459.155,2010-01-07
4514.452,2010-01-08
4542.949,2010-01-11
4639.632,2010-01-12
4591.024,2010-01-13
4714.1,2010-01-14
4747.648,2010-01-15
4829.062,2010-01-18
4830.016,2010-01-19
4651.074,2010-01-20
4667.209,2010-01-21
4537.88,2010-01-22
4481.16,2010-01-25
4294.383,2010-01-26
4267.113,2010-01-27
4336.381,2010-01-28
4374.649,2010-01-29
4331.366,2010-02-01
4301.768,2010-02-02
4363.079,2010-02-03
4408.441,2010-02-04
4311.293,2010-02-05
4310.894,2010-02-08
4311.891,2010-02-09
4366.25,2010-02-10
4356.517,2010-02-11
4416.219,2010-02-12
4419.547,2010-02-22
4459.155,2010-02-23
4556.281,2010-02-24
4629.965,2010-02-25
4634.671,2010-02-26
4686.266,2010-03-01
4690.293,2010-03-02
4758.434,2010-03-03
4586.523,2010-03-04
4604.586,2010-03-05
4654.583,2010-03-08
4660.126,2010-03-09
4598.994,2010-03-10
4562.872,2010-03-11
4492.861,2010-03-12
4454.76,2010-03-15
4491.465,2010-03-16
4616.053,2010-03-17
4630.953,2010-03-18
4663.903,2010-03-19
4690.198,2010-03-22
4658.626,2010-03-23
4683.065,2010-03-24
4620.749,2010-03-25
4686.931,2010-03-26
4723.611,2010-03-29
4744.423,2010-03-30
4756.157,2010-03-31
4827.214,2010-04-01
4843.175,2010-04-02
4852.904,2010-04-06
4863.639,2010-04-07
4864.922,2010-04-08
4939.176,2010-04-09
4976.38,2010-04-12
4919.873,2010-04-13
4977.508,2010-04-14
4914.747,2010-04-15
4898.67,2010-04-16
4688.836,2010-04-19
4749.934,2010-04-20
4893.978,2010-04-21
4902.405,2010-04-22
4864.164,2010-04-23
4866.553,2010-04-26
4739.269,2010-04-27
4714.432,2010-04-28
4561.4,2010-04-29
4438.681,2010-04-30
4434.131,2010-05-04
4564.807,2010-05-05
4419.781,2010-05-06
4350.758,2010-05-07
4269.108,2010-05-10
4144.352,2010-05-11
4042.516,2010-05-12
4157.842,2010-05-13
4184.841,2010-05-14
3915.752,2010-05-17
3972.154,2010-05-18
3977.377,2010-05-19
3901.257,2010-05-20
3982.385,2010-05-21
4163.477,2010-05-24
4133.346,2010-05-25
4144.662,2010-05-26
4218.637,2010-05-27
4235.322,2010-05-28
4104.364,2010-05-31
4025.789,2010-06-01
4083.616,2010-06-02
4053.985,2010-06-03
4089.035,2010-06-04
4072.568,2010-06-07
4109.317,2010-06-08
4211.881,2010-06-09
4223.566,2010-06-10
4197.995,2010-06-11
4145.243,2010-06-17
3972.286,2010-06-18
4087.017,2010-06-21
4119.722,2010-06-22
4094.568,2010-06-23
4095.295,2010-06-24
4028.433,2010-06-25
3961.382,2010-06-28
3736.982,2010-06-29
3664.464,2010-06-30
3606.593,2010-07-01
3585.576,2010-07-02
3563.882,2010-07-05
3665.334,2010-07-06
3718.662,2010-07-07
3698.342,2010-07-08
3807.604,2010-07-09
3849.52,2010-07-12
3788.751,2010-07-13
3824.046,2010-07-14
3735.395,2010-07-15
3757.432,2010-07-16
3842.313,2010-07-19
3951.358,2010-07-20
3959.427,2010-07-21
4017.864,2010-07-22
4015.467,2010-07-23
4071.094,2010-07-26
4068.864,2010-07-27
4162.321,2010-07-28
4194.04,2010-07-29
4191.13,2010-07-30
4267.895,2010-08-02
4193.641,2010-08-03
4248.014,2010-08-04
4267.955,2010-08-05
4356.012,2010-08-06
4413.568,2010-08-09
4246.46,2010-08-10
4297.904,2010-08-11
4241.592,2010-08-12
4323.052,2010-08-13
4423.315,2010-08-16
4457.759,2010-08-17
4457.127,2010-08-18
4461.488,2010-08-19
4366.604,2010-08-20
4404.718,2010-08-23
4456.497,2010-08-24
4368.304,2010-08-25
4399.284,2010-08-26
4431.444,2010-08-27
4553.023,2010-08-30
4589.289,2010-08-31
4530.229,2010-09-01
4625.395,2010-09-02
4662.96,2010-09-03
4651.963,2010-09-06
4679.942,2010-09-07
4720.375,2010-09-08
4658.009,2010-09-09
4705.31,2010-09-10
