count,date
3542,2014-09-28
32962,2014-09-29
34612,2014-09-30
15562,2014-10-01
15312,2014-10-02
19561,2014-10-03
3506,2014-10-04
4045,2014-10-05
10069,2014-10-06
14042,2014-10-07
26409,2014-10-08
28170,2014-10-09
26357,2014-10-10
13595,2014-10-11
11401,2014-10-12
34189,2014-10-13
29802,2014-10-14
22117,2014-10-15
23459,2014-10-16
25840,2014-10-17
7158,2014-10-18
5558,2014-10-19
29191,2014-10-20
55088,2014-10-21
27689,2014-10-22
30383,2014-10-23
27810,2014-10-24
6586,2014-10-25
6226,2014-10-26
29382,2014-10-27
40893,2014-10-28
28173,2014-10-29
25237,2014-10-30
25694,2014-10-31
6822,2014-11-01
6464,2014-11-02
24032,2014-11-03
32511,2014-11-04
42520,2014-11-05
25452,2014-11-06
30347,2014-11-07
5361,2014-11-08
4545,2014-11-09
28848,2014-11-10
23625,2014-11-11
21720,2014-11-12
31600,2014-11-13
25045,2014-11-14
7944,2014-11-15
5889,2014-11-16
20467,2014-11-17
40454,2014-11-18
42753,2014-11-19
42612,2014-11-20
36718,2014-11-21
21896,2014-11-22
7062,2014-11-23
22940,2014-11-24
29880,2014-11-25
34519,2014-11-26
33562,2014-11-27
38443,2014-11-28
8852,2014-11-29
9174,2014-11-30
27766,2014-12-01
21186,2014-12-02
24935,2014-12-03
24705,2014-12-04
27186,2014-12-05
11364,2014-12-06
5463,2014-12-07
31327,2014-12-08
22303,2014-12-09
34956,2014-12-10
31059,2014-12-11
39288,2014-12-12
7037,2014-12-13
5133,2014-12-14
20150,2014-12-15
27811,2014-12-16
28381,2014-12-17
35100,2014-12-18
31322,2014-12-19
3625,2014-12-20
4525,2014-12-21
26384,2014-12-22
37072,2014-12-23
27157,2014-12-24
22601,2014-12-25
21363,2014-12-26
15125,2014-12-27
5476,2014-12-28
22962,2014-12-29
23313,2014-12-30
18788,2014-12-31
7529,2015-01-01
5397,2015-01-02
9384,2015-01-03
6822,2015-01-04
18434,2015-01-05
26637,2015-01-06
28152,2015-01-07
19664,2015-01-08
33173,2015-01-09
8352,2015-01-10
8061,2015-01-11
29089,2015-01-12
25615,2015-01-13
19869,2015-01-14
15613,2015-01-15
25790,2015-01-16
8424,2015-01-17
11126,2015-01-18
22354,2015-01-19
16650,2015-01-20
21749,2015-01-21
26564,2015-01-22
22340,2015-01-23
15026,2015-01-24
3017,2015-01-25
29802,2015-01-26
17759,2015-01-27
20603,2015-01-28
22572,2015-01-29
29339,2015-01-30
4743,2015-01-31
14001,2015-02-01
20477,2015-02-02
17824,2015-02-03
43531,2015-02-04
24497,2015-02-05
15064,2015-02-06
5356,2015-02-07
5725,2015-02-08
19766,2015-02-09
20672,2015-02-10
20056,2015-02-11
11496,2015-02-12
12785,2015-02-13
4302,2015-02-14
11456,2015-02-15
25152,2015-02-16
10240,2015-02-17
2799,2015-02-18
6250,2015-02-19
3192,2015-02-20
6932,2015-02-21
4606,2015-02-22
3899,2015-02-23
7114,2015-02-24
15247,2015-02-25
15972,2015-02-26
16418,2015-02-27
24726,2015-02-28
8544,2015-03-01
24168,2015-03-02
17702,2015-03-03
17447,2015-03-04
32889,2015-03-05
14574,2015-03-06
8861,2015-03-07
2037,2015-03-08
16854,2015-03-09
24946,2015-03-10
29982,2015-03-11
26470,2015-03-12
17205,2015-03-13
6068,2015-03-14
9975,2015-03-15
28434,2015-03-16
19960,2015-03-17
24440,2015-03-18
38955,2015-03-19
38984,2015-03-20
10582,2015-03-21
15584,2015-03-22
26048,2015-03-23
26489,2015-03-24
22864,2015-03-25
25790,2015-03-26
28982,2015-03-27
16814,2015-03-28
4852,2015-03-29
25693,2015-03-30
36722,2015-03-31
34282,2015-04-01
25996,2015-04-02
26535,2015-04-03
6578,2015-04-04
14536,2015-04-05
15732,2015-04-06
27611,2015-04-07
731803,2015-04-08
177560,2015-04-09
27961,2015-04-10
18329,2015-04-11
6933,2015-04-12
203766,2015-04-13
73933,2015-04-14
358623,2015-04-15
203757,2015-04-16
41444,2015-04-17
31959,2015-04-18
47267,2015-04-19
80593,2015-04-20
71750,2015-04-21
87606,2015-04-22
54655,2015-04-23
40096,2015-04-24
13122,2015-04-25
18284,2015-04-26
85882,2015-04-27
73233,2015-04-28
65684,2015-04-29
69999,2015-04-30
19340,2015-05-01
26819,2015-05-02
52066,2015-05-03
68471,2015-05-04
66386,2015-05-05
49677,2015-05-06
44550,2015-05-07
46124,2015-05-08
23026,2015-05-09
48313,2015-05-10
71946,2015-05-11
57726,2015-05-12
43832,2015-05-13
58753,2015-05-14
55783,2015-05-15
34469,2015-05-16
31830,2015-05-17
97263,2015-05-18
40700,2015-05-19
512007,2015-05-20
84903,2015-05-21
72401,2015-05-22
16509,2015-05-23
639767,2015-05-24
99947,2015-05-25
90321,2015-05-26
109716,2015-05-27
103822,2015-05-28
99270,2015-05-29
74301,2015-05-30
80576,2015-05-31
68771,2015-06-01
113151,2015-06-02
71873,2015-06-03
65428,2015-06-04
76654,2015-06-05
28656,2015-06-06
86709,2015-06-07
94739,2015-06-08
114119,2015-06-09
87096,2015-06-10
57879,2015-06-11
95291,2015-06-12
20404,2015-06-13
5150,2015-06-14
163655,2015-06-15
217073,2015-06-16
96691,2015-06-17
110082,2015-06-18
77610,2015-06-19
13549,2015-06-20
52651,2015-06-21
114597,2015-06-22
89265,2015-06-23
101795,2015-06-24
100835,2015-06-25
104759,2015-06-26
69227,2015-06-27
86871,2015-06-28
133677,2015-06-29
81193,2015-06-30
89741,2015-07-01
112777,2015-07-02
92099,2015-07-03
77446,2015-07-04
118921,2015-07-05
102350,2015-07-06
142829,2015-07-07
108564,2015-07-08
73806,2015-07-09
80902,2015-07-10
84127,2015-07-11
108849,2015-07-12
124759,2015-07-13
154750,2015-07-14
90627,2015-07-15
116173,2015-07-16
102475,2015-07-17
56808,2015-07-18
114248,2015-07-19
119989,2015-07-20
76777,2015-07-21
96931,2015-07-22
90409,2015-07-23
130565,2015-07-24
69528,2015-07-25
133957,2015-07-26
117237,2015-07-27
49473,2015-07-28
80718,2015-07-29
95051,2015-07-30
93964,2015-07-31
88436,2015-08-01
98100,2015-08-02
74994,2015-08-03
144936,2015-08-04
96979,2015-08-05
130367,2015-08-06
50861,2015-08-07
96490,2015-08-08
78521,2015-08-09
160246,2015-08-10
129616,2015-08-11
110473,2015-08-12
46481,2015-08-13
80237,2015-08-14
96533,2015-08-15
82924,2015-08-16
112911,2015-08-17
122673,2015-08-18
125578,2015-08-19
42947,2015-08-20
79770,2015-08-21
35308,2015-08-22
121096,2015-08-23
55123,2015-08-24
108099,2015-08-25
153056,2015-08-26
109493,2015-08-27
55601,2015-08-28
84511,2015-08-29
42864,2015-08-30
93719,2015-08-31
131757,2015-09-01
76427,2015-09-02
38135,2015-09-03
52502,2015-09-04
93379,2015-09-05
45240,2015-09-06
18016,2015-09-07
33810,2015-09-08
282895,2015-09-09
119826,2015-09-10
111690,2015-09-11
72819,2015-09-12
114089,2015-09-13
143989,2015-09-14
162223,2015-09-15
92165,2015-09-16
89184,2015-09-17
69178,2015-09-18
85070,2015-09-19
116135,2015-09-20
87698,2015-09-21
112375,2015-09-22
99751,2015-09-23
195279,2015-09-24
73131,2015-09-25
111336,2015-09-26
48530,2015-09-27
128040,2015-09-28
108764,2015-09-29
258703,2015-09-30
145133,2015-10-01
134941,2015-10-02
160224,2015-10-03
94245,2015-10-04
123517,2015-10-05
86180,2015-10-06
186270,2015-10-07
116585,2015-10-08
290293,2015-10-09
122542,2015-10-10
114000,2015-10-11
176832,2015-10-12
251835,2015-10-13
207918,2015-10-14
161314,2015-10-15
118491,2015-10-16
139138,2015-10-17
127050,2015-10-18
198592,2015-10-19
40065,2015-10-20
35604,2015-10-21
277893,2015-10-22
239778,2015-10-23
77591,2015-10-24
20601,2015-10-25
394260,2015-10-26
81167,2015-10-27
35039,2015-10-28
102904,2015-10-29
285129,2015-10-30
123449,2015-10-31
109824,2015-11-01
57305,2015-11-02
245443,2015-11-03
229505,2015-11-04
129572,2015-11-05
101509,2015-11-06
111451,2015-11-07
113035,2015-11-08
110429,2015-11-09
178221,2015-11-10
100259,2015-11-11
146939,2015-11-12
113386,2015-11-13
72015,2015-11-14
86808,2015-11-15
94998,2015-11-16
267662,2015-11-17
220691,2015-11-18
148042,2015-11-19
135962,2015-11-20
111407,2015-11-21
91681,2015-11-22
118064,2015-11-23
232251,2015-11-24
141105,2015-11-25
158760,2015-11-26
275231,2015-11-27
114738,2015-11-28
105736,2015-11-29
132349,2015-11-30
123164,2015-12-01
141117,2015-12-02
138505,2015-12-03
148996,2015-12-04
49144,2015-12-05
80802,2015-12-06
147022,2015-12-07
130336,2015-12-08
122687,2015-12-09
123502,2015-12-10
156021,2015-12-11
35523,2015-12-12
79705,2015-12-13
97803,2015-12-14
131638,2015-12-15
96881,2015-12-16
200139,2015-12-17
96634,2015-12-18
59334,2015-12-19
45620,2015-12-20
77896,2015-12-21
180516,2015-12-22
182244,2015-12-23
116669,2015-12-24
108706,2015-12-25
52071,2015-12-26
111142,2015-12-27
122431,2015-12-28
100126,2015-12-29
175122,2015-12-30
147839,2015-12-31
47592,2016-01-01
36969,2016-01-02
60326,2016-01-03
160588,2016-01-04
178025,2016-01-05
148067,2016-01-06
155563,2016-01-07
101779,2016-01-08
109012,2016-01-09
33392,2016-01-10
164715,2016-01-11
177830,2016-01-12
132071,2016-01-13
179977,2016-01-14
110154,2016-01-15
79213,2016-01-16
49517,2016-01-17
155459,2016-01-18
280588,2016-01-19
165960,2016-01-20
248666,2016-01-21
142114,2016-01-22
134228,2016-01-23
208920,2016-01-24
249416,2016-01-25
222028,2016-01-26
433566,2016-01-27
171957,2016-01-28
273220,2016-01-29
179824,2016-01-30
192994,2016-01-31
256481,2016-02-01
259550,2016-02-02
325793,2016-02-03
321861,2016-02-04
167495,2016-02-05
187453,2016-02-06
55437,2016-02-07
44286,2016-02-08
32467,2016-02-09
38919,2016-02-10
21014,2016-02-11
72711,2016-02-12
70441,2016-02-13
88829,2016-02-14
75507,2016-02-15
110583,2016-02-16
131597,2016-02-17
487737,2016-02-18
201054,2016-02-19
261077,2016-02-20
154481,2016-02-21
312290,2016-02-22
353375,2016-02-23
377073,2016-02-24
344231,2016-02-25
253850,2016-02-26
220620,2016-02-27
176833,2016-02-28
320212,2016-02-29
330151,2016-03-01
305813,2016-03-02
330381,2016-03-03
193200,2016-03-04
129860,2016-03-05
165086,2016-03-06
339625,2016-03-07
221418,2016-03-08
233070,2016-03-09
194179,2016-03-10
228998,2016-03-11
82977,2016-03-12
207871,2016-03-13
342859,2016-03-14
243541,2016-03-15
433342,2016-03-16
309446,2016-03-17
232465,2016-03-18
132008,2016-03-19
126300,2016-03-20
246466,2016-03-21
279272,2016-03-22
334254,2016-03-23
141133,2016-03-24
153056,2016-03-25
8506,2016-03-26
15156,2016-03-27
27780,2016-03-28
295394,2016-03-29
367993,2016-03-30
242186,2016-03-31
298866,2016-04-01
126992,2016-04-02
73744,2016-04-03
127761,2016-04-04
254807,2016-04-05
246048,2016-04-06
234674,2016-04-07
168087,2016-04-08
140980,2016-04-09
47226,2016-04-10
198180,2016-04-11
254690,2016-04-12
279192,2016-04-13
205154,2016-04-14
136312,2016-04-15
82077,2016-04-16
76484,2016-04-17
272753,2016-04-18
281060,2016-04-19
405104,2016-04-20
309738,2016-04-21
206483,2016-04-22
56889,2016-04-23
55080,2016-04-24
197556,2016-04-25
289308,2016-04-26
216396,2016-04-27
257827,2016-04-28
81185,2016-04-29
34192,2016-04-30
76775,2016-05-01
121338,2016-05-02
198450,2016-05-03
200799,2016-05-04
220542,2016-05-05
245929,2016-05-06
160815,2016-05-07
197069,2016-05-08
433365,2016-05-09
297891,2016-05-10
355250,2016-05-11
352887,2016-05-12
202716,2016-05-13
167282,2016-05-14
208264,2016-05-15
208497,2016-05-16
337568,2016-05-17
367319,2016-05-18
328250,2016-05-19
312177,2016-05-20
220202,2016-05-21
239304,2016-05-22
396076,2016-05-23
451878,2016-05-24
570702,2016-05-25
498482,2016-05-26
454728,2016-05-27
209701,2016-05-28
247550,2016-05-29
403512,2016-05-30
285046,2016-05-31
318071,2016-06-01
297945,2016-06-02
290397,2016-06-03
191629,2016-06-04
214283,2016-06-05
318133,2016-06-06
383984,2016-06-07
339482,2016-06-08
163046,2016-06-09
171516,2016-06-10
129919,2016-06-11
299978,2016-06-12
413696,2016-06-13
382222,2016-06-14
378367,2016-06-15
349954,2016-06-16
319751,2016-06-17
186672,2016-06-18
264787,2016-06-19
364546,2016-06-20
364464,2016-06-21
396551,2016-06-22
334407,2016-06-23
274758,2016-06-24
248910,2016-06-25
218172,2016-06-26
409620,2016-06-27
381953,2016-06-28
276679,2016-06-29
245874,2016-06-30
205955,2016-07-01
95930,2016-07-02
178698,2016-07-03
213502,2016-07-04
233789,2016-07-05
267525,2016-07-06
233923,2016-07-07
286579,2016-07-08
96439,2016-07-09
163317,2016-07-10
270031,2016-07-11
245828,2016-07-12
237211,2016-07-13
325226,2016-07-14
258972,2016-07-15
144734,2016-07-16
146578,2016-07-17
230175,2016-07-18
185853,2016-07-19
197873,2016-07-20
183196,2016-07-21
136842,2016-07-22
39353,2016-07-23
150735,2016-07-24
204366,2016-07-25
210926,2016-07-26
229443,2016-07-27
206776,2016-07-28
210706,2016-07-29
121026,2016-07-30
107266,2016-07-31
197448,2016-08-01
236403,2016-08-02
175556,2016-08-03
267404,2016-08-04
239796,2016-08-05
78147,2016-08-06
200691,2016-08-07
247562,2016-08-08
203899,2016-08-09
262077,2016-08-10
199682,2016-08-11
291980,2016-08-12
127622,2016-08-13
229399,2016-08-14
214143,2016-08-15
270427,2016-08-16
245600,2016-08-17
260126,2016-08-18
216515,2016-08-19
100835,2016-08-20
183127,2016-08-21
155425,2016-08-22
186510,2016-08-23
191194,2016-08-24
248745,2016-08-25
231338,2016-08-26
150440,2016-08-27
189982,2016-08-28
255343,2016-08-29
284857,2016-08-30
236992,2016-08-31
255966,2016-09-01
311281,2016-09-02
73710,2016-09-03
211808,2016-09-04
331795,2016-09-05
339192,2016-09-06
261710,2016-09-07
243193,2016-09-08
229736,2016-09-09
114959,2016-09-10
194523,2016-09-11
199318,2016-09-12
199935,2016-09-13
218503,2016-09-14
79105,2016-09-15
50900,2016-09-16
49461,2016-09-17
177696,2016-09-18
251818,2016-09-19
282651,2016-09-20
295239,2016-09-21
290695,2016-09-22
265703,2016-09-23
121803,2016-09-24
240398,2016-09-25
265247,2016-09-26
289221,2016-09-27
329458,2016-09-28
376996,2016-09-29
301339,2016-09-30
93513,2016-10-01
61778,2016-10-02
49717,2016-10-03
74155,2016-10-04
82661,2016-10-05
96232,2016-10-06
97420,2016-10-07
124195,2016-10-08
203195,2016-10-09
160544,2016-10-10
215956,2016-10-11
267607,2016-10-12
192380,2016-10-13
279474,2016-10-14
135874,2016-10-15
158025,2016-10-16
272811,2016-10-17
217819,2016-10-18
172749,2016-10-19
186947,2016-10-20
137120,2016-10-21
33894,2016-10-22
79453,2016-10-23
214367,2016-10-24
198491,2016-10-25
185913,2016-10-26
224761,2016-10-27
136921,2016-10-28
43403,2016-10-29
106902,2016-10-30
174204,2016-10-31
191129,2016-11-01
133298,2016-11-02
150669,2016-11-03
122409,2016-11-04
43566,2016-11-05
99802,2016-11-06
159842,2016-11-07
134439,2016-11-08
135971,2016-11-09
149715,2016-11-10
150255,2016-11-11
41368,2016-11-12
62580,2016-11-13
126187,2016-11-14
201157,2016-11-15
111573,2016-11-16
118322,2016-11-17
94127,2016-11-18
42599,2016-11-19
47155,2016-11-20
113611,2016-11-21
115185,2016-11-22
137533,2016-11-23
116122,2016-11-24
142826,2016-11-25
101875,2016-11-26
76713,2016-11-27
138318,2016-11-28
215464,2016-11-29
203386,2016-11-30
142606,2016-12-01
221561,2016-12-02
29624,2016-12-03
104809,2016-12-04
170419,2016-12-05
167005,2016-12-06
107543,2016-12-07
116216,2016-12-08
130596,2016-12-09
42861,2016-12-10
42454,2016-12-11
150116,2016-12-12
129232,2016-12-13
155629,2016-12-14
141746,2016-12-15
103158,2016-12-16
56158,2016-12-17
39071,2016-12-18
135506,2016-12-19
112661,2016-12-20
110569,2016-12-21
119731,2016-12-22
165095,2016-12-23
24491,2016-12-24
27101,2016-12-25
124204,2016-12-26
127070,2016-12-27
139977,2016-12-28
97143,2016-12-29
81797,2016-12-30
28461,2016-12-31
18424,2017-01-01
33426,2017-01-02
94943,2017-01-03
76729,2017-01-04
53452,2017-01-05
62504,2017-01-06
22258,2017-01-07
21568,2017-01-08
90575,2017-01-09
88045,2017-01-10
106823,2017-01-11
125585,2017-01-12
107883,2017-01-13
25904,2017-01-14
45181,2017-01-15
154488,2017-01-16
126935,2017-01-17
105416,2017-01-18
92795,2017-01-19
102605,2017-01-20
20777,2017-01-21
40901,2017-01-22
83659,2017-01-23
80557,2017-01-24
116958,2017-01-25
65399,2017-01-26
19803,2017-01-27
10637,2017-01-28
9631,2017-01-29
12816,2017-01-30
32973,2017-01-31
48663,2017-02-01
47017,2017-02-02
98783,2017-02-03
49384,2017-02-04
50920,2017-02-05
172010,2017-02-06
110390,2017-02-07
127116,2017-02-08
121778,2017-02-09
99491,2017-02-10
26489,2017-02-11
38252,2017-02-12
124998,2017-02-13
147561,2017-02-14
83418,2017-02-15
100391,2017-02-16
81594,2017-02-17
41354,2017-02-18
43060,2017-02-19
131762,2017-02-20
156279,2017-02-21
108979,2017-02-22
137758,2017-02-23
110180,2017-02-24
36649,2017-02-25
39245,2017-02-26
93163,2017-02-27
88551,2017-02-28
98853,2017-03-01
81605,2017-03-02
84246,2017-03-03
32167,2017-03-04
43238,2017-03-05
112101,2017-03-06
100131,2017-03-07
82891,2017-03-08
98278,2017-03-09
77279,2017-03-10
28562,2017-03-11
22265,2017-03-12
99670,2017-03-13
91126,2017-03-14
124840,2017-03-15
121444,2017-03-16
74186,2017-03-17
37670,2017-03-18
37587,2017-03-19
345972,2017-03-20
374993,2017-03-21
334584,2017-03-22
142935,2017-03-23
106466,2017-03-24
36033,2017-03-25
20146,2017-03-26
114816,2017-03-27
115033,2017-03-28
135535,2017-03-29
112449,2017-03-30
125460,2017-03-31
47591,2017-04-01
37026,2017-04-02
37860,2017-04-03
79835,2017-04-04
110591,2017-04-05
177427,2017-04-06
120398,2017-04-07
54455,2017-04-08
93678,2017-04-09
140437,2017-04-10
136952,2017-04-11
144347,2017-04-12
160491,2017-04-13
132846,2017-04-14
42107,2017-04-15
76056,2017-04-16
182778,2017-04-17
150331,2017-04-18
180693,2017-04-19
121772,2017-04-20
238982,2017-04-21
34283,2017-04-22
112186,2017-04-23
130851,2017-04-24
131637,2017-04-25
106941,2017-04-26
140820,2017-04-27
142045,2017-04-28
47769,2017-04-29
32952,2017-04-30
100537,2017-05-01
166709,2017-05-02
150020,2017-05-03
162045,2017-05-04
123441,2017-05-05
56326,2017-05-06
76814,2017-05-07
166641,2017-05-08
158681,2017-05-09
135363,2017-05-10
156741,2017-05-11
102182,2017-05-12
46202,2017-05-13
97284,2017-05-14
175543,2017-05-15
155985,2017-05-16
153057,2017-05-17
173470,2017-05-18
140339,2017-05-19
55607,2017-05-20
91494,2017-05-21
149311,2017-05-22
151304,2017-05-23
164480,2017-05-24
190805,2017-05-25
165294,2017-05-26
80997,2017-05-27
28574,2017-05-28
46960,2017-05-29
106671,2017-05-30
188314,2017-05-31
172697,2017-06-01
120181,2017-06-02
65839,2017-06-03
109763,2017-06-04
159172,2017-06-05
175722,2017-06-06
185922,2017-06-07
173477,2017-06-08
134136,2017-06-09
68077,2017-06-10
57390,2017-06-11
160371,2017-06-12
176877,2017-06-13
148186,2017-06-14
146598,2017-06-15
150554,2017-06-16
68296,2017-06-17
106355,2017-06-18
167532,2017-06-19
158549,2017-06-20
168825,2017-06-21
142244,2017-06-22
138191,2017-06-23
29815,2017-06-24
69886,2017-06-25
163951,2017-06-26
163796,2017-06-27
125997,2017-06-28
139345,2017-06-29
120059,2017-06-30
31119,2017-07-01
24773,2017-07-02
141782,2017-07-03
118303,2017-07-04
135446,2017-07-05
124923,2017-07-06
112472,2017-07-07
37112,2017-07-08
35708,2017-07-09
143911,2017-07-10
153069,2017-07-11
162783,2017-07-12
146833,2017-07-13
131924,2017-07-14
42005,2017-07-15
36632,2017-07-16
120436,2017-07-17
139575,2017-07-18
150924,2017-07-19
146260,2017-07-20
100927,2017-07-21
31967,2017-07-22
40399,2017-07-23
138340,2017-07-24
125663,2017-07-25
145784,2017-07-26
145469,2017-07-27
116036,2017-07-28
33102,2017-07-29
44643,2017-07-30
139494,2017-07-31
150959,2017-08-01
141747,2017-08-02
155317,2017-08-03
141602,2017-08-04
28161,2017-08-05
39370,2017-08-06
169034,2017-08-07
143260,2017-08-08
139407,2017-08-09
133867,2017-08-10
143958,2017-08-11
39794,2017-08-12
34911,2017-08-13
121402,2017-08-14
149714,2017-08-15
151703,2017-08-16
180306,2017-08-17
137723,2017-08-18
43220,2017-08-19
40822,2017-08-20
139493,2017-08-21
159608,2017-08-22
161111,2017-08-23
167032,2017-08-24
136024,2017-08-25
35577,2017-08-26
33482,2017-08-27
166198,2017-08-28
186662,2017-08-29
170612,2017-08-30
166101,2017-08-31
148661,2017-09-01
37744,2017-09-02
49669,2017-09-03
158484,2017-09-04
165358,2017-09-05
168507,2017-09-06
163672,2017-09-07
140396,2017-09-08
44080,2017-09-09
40095,2017-09-10
174314,2017-09-11
151294,2017-09-12
179496,2017-09-13
183693,2017-09-14
169454,2017-09-15
34845,2017-09-16
31295,2017-09-17
207866,2017-09-18
223099,2017-09-19
171292,2017-09-20
173343,2017-09-21
172926,2017-09-22
40354,2017-09-23
45328,2017-09-24
192937,2017-09-25
164163,2017-09-26
138561,2017-09-27
152138,2017-09-28
120014,2017-09-29
52856,2017-09-30
33214,2017-10-01
32794,2017-10-02
49264,2017-10-03
34204,2017-10-04
44284,2017-10-05
48683,2017-10-06
27217,2017-10-07
48380,2017-10-08
136945,2017-10-09
135467,2017-10-10
140431,2017-10-11
138458,2017-10-12
144572,2017-10-13
36566,2017-10-14
33303,2017-10-15
154074,2017-10-16
171587,2017-10-17
162923,2017-10-18
173004,2017-10-19
135174,2017-10-20
46820,2017-10-21
50266,2017-10-22
166380,2017-10-23
175969,2017-10-24
179393,2017-10-25
161192,2017-10-26
160173,2017-10-27
46874,2017-10-28
50363,2017-10-29
184606,2017-10-30
196337,2017-10-31
205877,2017-11-01
167510,2017-11-02
199901,2017-11-03
38519,2017-11-04
41475,2017-11-05
193740,2017-11-06
188074,2017-11-07
202082,2017-11-08
189305,2017-11-09
181630,2017-11-10
46545,2017-11-11
47731,2017-11-12
193477,2017-11-13
170680,2017-11-14
159148,2017-11-15
223177,2017-11-16
188138,2017-11-17
49501,2017-11-18
39098,2017-11-19
222044,2017-11-20
210414,2017-11-21
274717,2017-11-22
250245,2017-11-23
191451,2017-11-24
21301,2017-11-25
40157,2017-11-26
368738,2017-11-27
236117,2017-11-28
216141,2017-11-29
168815,2017-11-30
152688,2017-12-01
41412,2017-12-02
48751,2017-12-03
185427,2017-12-04
227450,2017-12-05
315871,2017-12-06
300100,2017-12-07
355881,2017-12-08
141684,2017-12-09
219928,2017-12-10
369413,2017-12-11
384294,2017-12-12
374647,2017-12-13
315725,2017-12-14
325958,2017-12-15
152872,2017-12-16
208583,2017-12-17
428300,2017-12-18
387598,2017-12-19
323309,2017-12-20
379831,2017-12-21
373577,2017-12-22
135805,2017-12-23
204248,2017-12-24
344806,2017-12-25
312640,2017-12-26
324970,2017-12-27
302422,2017-12-28
261936,2017-12-29
75755,2017-12-30
109603,2017-12-31
203140,2018-01-01
453375,2018-01-02
463678,2018-01-03
453284,2018-01-04
331904,2018-01-05
82255,2018-01-06
171064,2018-01-07
295469,2018-01-08
275734,2018-01-09
265608,2018-01-10
247204,2018-01-11
215803,2018-01-12
96646,2018-01-13
169202,2018-01-14
317634,2018-01-15
261269,2018-01-16
257838,2018-01-17
325944,2018-01-18
317215,2018-01-19
95923,2018-01-20
241061,2018-01-21
394301,2018-01-22
451230,2018-01-23
452912,2018-01-24
503609,2018-01-25
445846,2018-01-26
150314,2018-01-27
359747,2018-01-28
501311,2018-01-29
489878,2018-01-30
496965,2018-01-31
440609,2018-02-01
391747,2018-02-02
179218,2018-02-03
301454,2018-02-04
563226,2018-02-05
494663,2018-02-06
441723,2018-02-07
397647,2018-02-08
415451,2018-02-09
150780,2018-02-10
364295,2018-02-11
353275,2018-02-12
378230,2018-02-13
289479,2018-02-14
105675,2018-02-15
87787,2018-02-16
74288,2018-02-17
107777,2018-02-18
107850,2018-02-19
135430,2018-02-20
325828,2018-02-21
405483,2018-02-22
396670,2018-02-23
211199,2018-02-24
347850,2018-02-25
419194,2018-02-26
131486,2018-02-27
140377,2018-02-28
206966,2018-03-01
216489,2018-03-02
31013,2018-03-03
36201,2018-03-04
540991,2018-03-05
428104,2018-03-06
594704,2018-03-07
516551,2018-03-08
539163,2018-03-09
30521,2018-03-10
40158,2018-03-11
599543,2018-03-12
364755,2018-03-13
353708,2018-03-14
261866,2018-03-15
328277,2018-03-16
43610,2018-03-17
47382,2018-03-18
484493,2018-03-19
353472,2018-03-20
421619,2018-03-21
404985,2018-03-22
337850,2018-03-23
70633,2018-03-24
106148,2018-03-25
664370,2018-03-26
669855,2018-03-27
766883,2018-03-28
618141,2018-03-29
624877,2018-03-30
300940,2018-03-31
546905,2018-04-01
778545,2018-04-02
687795,2018-04-03
672366,2018-04-04
331779,2018-04-05
284116,2018-04-06
264856,2018-04-07
559960,2018-04-08
716512,2018-04-09
653923,2018-04-10
789071,2018-04-11
665706,2018-04-12
642431,2018-04-13
328313,2018-04-14
521596,2018-04-15
796594,2018-04-16
650407,2018-04-17
700240,2018-04-18
622997,2018-04-19
649729,2018-04-20
250261,2018-04-21
436201,2018-04-22
454906,2018-04-23
420260,2018-04-24
618777,2018-04-25
674937,2018-04-26
767164,2018-04-27
475190,2018-04-28
233942,2018-04-29
124382,2018-04-30
102627,2018-05-01
661571,2018-05-02
755620,2018-05-03
582440,2018-05-04
269493,2018-05-05
244037,2018-05-06
562612,2018-05-07
601268,2018-05-08
571520,2018-05-09
545842,2018-05-10
515505,2018-05-11
248467,2018-05-12
388886,2018-05-13
782502,2018-05-14
601215,2018-05-15
680515,2018-05-16
607016,2018-05-17
500130,2018-05-18
35750,2018-05-19
389333,2018-05-20
746928,2018-05-21
577055,2018-05-22
587920,2018-05-23
516371,2018-05-24
504488,2018-05-25
216605,2018-05-26
443141,2018-05-27
589593,2018-05-28
568417,2018-05-29
485820,2018-05-30
529568,2018-05-31
381174,2018-06-01
112319,2018-06-02
186109,2018-06-03
473599,2018-06-04
768150,2018-06-05
881876,2018-06-06
957046,2018-06-07
646429,2018-06-08
221276,2018-06-09
299013,2018-06-10
691171,2018-06-11
550508,2018-06-12
571980,2018-06-13
582868,2018-06-14
525989,2018-06-15
67241,2018-06-16
46166,2018-06-17
124435,2018-06-18
507251,2018-06-19
629259,2018-06-20
656221,2018-06-21
487128,2018-06-22
127539,2018-06-23
203727,2018-06-24
527659,2018-06-25
507788,2018-06-26
449928,2018-06-27
431070,2018-06-28
483981,2018-06-29
313007,2018-06-30
597177,2018-07-01
721478,2018-07-02
740180,2018-07-03
652815,2018-07-04
582537,2018-07-05
422072,2018-07-06
55185,2018-07-07
122261,2018-07-08
647082,2018-07-09
683852,2018-07-10
711919,2018-07-11
775966,2018-07-12
514674,2018-07-13
116982,2018-07-14
171325,2018-07-15
870130,2018-07-16
823436,2018-07-17
732274,2018-07-18
821692,2018-07-19
778190,2018-07-20
229490,2018-07-21
295868,2018-07-22
938419,2018-07-23
1043438,2018-07-24
842152,2018-07-25
904124,2018-07-26
769991,2018-07-27
