 ,BETA,BOOK-TO-PRICE,EARNINGS YIELD,GROWTH,LEVERAGE,LIQUIDITY,MOMENTUM,NON-LINEAR SIZE,RESIDUAL VOLATILITY,SIZE
03-02-2017,-0.1537,-0.0251,-0.0773,0.0661,0.0127,0.1397,0.0076,-0.0173,-0.0163,-0.13
26-01-2017,0.1061,-0.0698,-0.0071,0.0749,0.0347,-0.0939,-0.0533,-0.04,0.0396,-0.0551
25-01-2017,0.1725,-0.0299,0.1001,0.0658,-0.0851,-0.0635,0.1449,-0.1453,-0.0082,0.0031
24-01-2017,-0.0348,0.1536,0.0359,-0.043,0.0673,-0.0579,0.1556,-0.1029,-0.0256,0.0431
23-01-2017,0.2096,0.1,-0.0502,-0.0012,0.049,-0.0697,-0.0136,-0.1233,0.2029,-0.1649
20-01-2017,0.2438,-0.0513,0.1012,0.0331,-0.0012,-0.1026,-0.078,-0.1338,0.2014,-0.2853
19-01-2017,0.0486,-0.112,0.0287,0.0981,0.0051,-0.0155,0.0413,-0.0325,-0.2512,0.0177
18-01-2017,-0.1402,0.2523,0.114,-0.0856,0.1616,-0.0053,-0.0085,-0.0436,0.0269,0.0223
17-01-2017,0.2104,-0.0713,0.1018,0.1083,-0.0208,0.1557,-0.0387,-0.0669,0.1556,-0.3313
16-01-2017,-0.6141,0.2088,0.3752,-0.1513,-0.0235,0.0482,0.1924,-0.1527,-0.5823,0.9402
13-01-2017,-0.2911,0.104,0.1192,-0.0073,0.0162,-0.1998,0.1143,-0.1974,-0.1927,0.3853
12-01-2017,-0.1054,0.011,0.0515,-0.0191,-0.0614,-0.002,-0.0251,-0.1227,-0.0737,-0.013
11-01-2017,-0.0138,0.0625,-0.0724,-0.0161,0.0049,-0.1495,-0.12,-0.0182,-0.1311,0.196
10-01-2017,-0.0389,-0.0115,0.0571,-0.005,0.0799,-0.0598,0.0559,-0.173,0.0525,-0.0883
09-01-2017,0.0752,0.2208,0.0507,-0.0203,0.0639,0.0167,-0.1262,-0.0255,-0.0253,-0.0584
06-01-2017,-0.1154,0.3006,-0.0867,-0.0408,0.0921,-0.1827,-0.1404,-0.0726,-0.1305,0.0188
05-01-2017,-0.0535,0.2109,-0.0595,-0.0417,-0.0125,-0.0083,-0.1173,-0.1582,0.0412,-0.0814
04-01-2017,0.1304,0.0481,0.12,0.0636,0.013,0.0923,-0.0979,0.0119,0.2489,-0.1501
03-01-2017,0.1722,0.1382,0.0387,-0.1006,-0.0409,0.1032,-0.0382,-0.1741,-0.0081,-0.1412
30-12-2016,-0.0986,-0.0744,0.0695,0.0116,0.0339,-0.2025,0.0592,-0.1304,-0.1759,0.0253
29-12-2016,-0.0002,0.0543,0.1062,0.0062,0.0143,-0.1114,-0.0135,-0.1485,0.0044,-0.0407
28-12-2016,-0.0823,0.015,-0.0562,-0.0317,-0.0145,-0.0051,0.0103,-0.1213,-0.1146,-0.0696
27-12-2016,-0.0295,0.0551,0.0357,0.006,-0.0133,-0.0478,0.0532,-0.2255,0.1537,-0.2673
26-12-2016,0.1807,0.0901,0.0608,0.0015,-0.0792,0.0437,0.0013,-0.1482,0.0781,-0.1691
23-12-2016,-0.2314,0.1157,-0.1445,0.0661,-0.0027,-0.2299,-0.1122,-0.117,-0.1159,0.167
22-12-2016,-0.001,0.0374,0.0449,-0.0496,0.0456,-0.0593,-0.073,-0.1008,-0.0828,-0.0382
21-12-2016,0.1566,0.0675,0.0309,-0.0224,0.0249,0.038,0.0213,-0.2392,0.0297,0.0331
20-12-2016,0.1987,-0.1965,-0.0557,0.0407,0.0264,-0.0577,0.0838,-0.1831,-0.071,-0.06
19-12-2016,-0.2278,0.1937,-0.02,0.0054,0.009,-0.0482,-0.079,-0.1435,-0.1183,-0.3347
16-12-2016,0.2113,-0.0947,0.0301,-0.0414,-0.0338,0.0061,0.0711,-0.2403,0.1099,-0.2465
15-12-2016,0.233,-0.0973,-0.1076,-0.1091,0.0017,0.0847,-0.0388,0.029,0.1217,-0.3555
14-12-2016,-0.2819,-0.0651,0.009,-0.0878,0.0879,-0.0114,0.0034,-0.0687,-0.0824,-0.3377
13-12-2016,-0.1266,0.0801,-0.1396,0.0243,0.0822,0.1017,0.0321,-0.0267,-0.0886,-0.0815
12-12-2016,-0.6679,0.14,0.044,-0.0642,0.125,-0.2639,0.0751,0.0003,-0.5603,0.6091
09-12-2016,0.0294,0.3104,0.0675,-0.0542,-0.0086,-0.1721,-0.0746,-0.2477,0.0249,0.0079
08-12-2016,-0.2046,0.0128,0.0486,-0.003,0.0404,-0.0781,-0.0093,-0.0648,-0.005,-0.0706
07-12-2016,0.1102,0.1845,-0.0441,-0.0454,0.028,0.025,-0.0272,-0.0446,0.1388,-0.2133
06-12-2016,-0.0107,-0.1282,0.0087,-0.0868,0.0139,-0.0803,0.1144,-0.0235,0.1354,-0.2128
05-12-2016,-0.0337,-0.0518,-0.1494,0.2081,0.0079,-0.3089,-0.0123,0.0977,-0.0249,-0.2802
02-12-2016,-0.3135,0.0543,-0.0261,-0.0288,0.046,-0.1394,0.0778,-0.0183,-0.1209,0.1951
01-12-2016,0.0404,0.1198,0.1065,-0.0767,-0.0089,0.0608,-0.0223,-0.1548,-0.0817,0.0798
30-11-2016,0.0629,-0.1833,-0.1061,0.0751,-0.121,0.0457,0.0339,0.0784,-0.143,-0.0498
29-11-2016,-0.1348,0.0418,0.074,0.0686,0.0242,-0.1233,0.0453,-0.1204,-0.3212,0.5306
28-11-2016,-0.0383,0.2001,0.0604,0.0364,0.1543,-0.1015,-0.1745,-0.1582,0.0767,0.117
25-11-2016,0.0451,0.0797,0.0833,0.0252,0.0742,-0.0697,0.0225,-0.0401,-0.0912,0.0948
24-11-2016,0.0266,0.2367,0.1455,0.0298,-0.0126,-0.0887,0.0617,-0.1601,-0.0698,0.1808
23-11-2016,-0.1766,-0.0497,0.1149,0.0113,0.0419,-0.0817,-0.0244,-0.1771,-0.0986,0.078
22-11-2016,0.0801,0.1877,-0.1108,0.065,-0.0384,0.0481,-0.1029,-0.1105,0.0664,-0.142
21-11-2016,0.0984,0.0787,0.0462,-0.0723,-0.0586,0.0119,0.1155,-0.0615,-0.158,-0.0914
18-11-2016,0.0093,-0.1211,0.0641,0.0143,-0.1129,-0.0285,0.2565,-0.0339,-0.1071,-0.1706
17-11-2016,-0.1007,0.1417,-0.027,-0.0937,0.1799,-0.0833,-0.0826,-0.1372,-0.1236,0.0637
16-11-2016,0.0307,0.1292,-0.0436,0.1261,-0.038,-0.228,-0.0701,-0.1729,0.2186,-0.0351
15-11-2016,-0.0194,-0.1344,0.0671,0.0607,-0.027,-0.1148,-0.0687,-0.0569,0.1746,-0.1985
14-11-2016,0.1597,0.3097,-0.1517,0.046,0.1177,-0.1462,-0.0928,-0.1441,0.0658,-0.042
11-11-2016,0.2765,0.2715,-0.0904,-0.03,0.1426,-0.1555,-0.1854,-0.175,0.0812,0.0705
10-11-2016,0.2346,-0.0733,0.0478,-0.0423,0.0095,-0.0392,-0.0026,-0.0989,-0.0926,-0.1166
09-11-2016,-0.2789,-0.0681,-0.0031,-0.0936,0.082,0.1061,-0.0098,-0.1271,-0.0259,-0.0778
08-11-2016,-0.0188,-0.1019,0.0518,-0.079,-0.0891,0.0743,-0.0487,-0.1241,-0.0853,-0.0853
07-11-2016,0.0837,0.1553,-0.0277,-0.0437,0.125,-0.0795,0.0027,-0.1645,-0.0472,-0.0444
04-11-2016,-0.0058,-0.1342,0.0057,-0.0479,-0.0206,-0.0962,-0.087,-0.1425,-0.1607,-0.0802
03-11-2016,0.1113,0.2161,-0.0151,-0.0766,-0.0096,0.1166,-0.0352,-0.2293,0.0446,-0.0841
02-11-2016,-0.1996,-0.1889,-0.0809,-0.0433,-0.0097,0.0636,0.1098,-0.1807,-0.0811,-0.1289
01-11-2016,0.0971,-0.1329,0.1101,-0.0368,-0.0963,0.1407,0.1204,-0.1383,0.1149,-0.2237
31-10-2016,0.0209,0.1465,0.0231,-0.0493,-0.0018,-0.1021,0.079,-0.0751,0.0964,-0.111
28-10-2016,-0.0777,-0.019,-0.0369,0.0505,-0.0204,-0.2288,0.103,0.0061,-0.0169,0.1625
27-10-2016,-0.0217,-0.1206,0.0368,-0.0125,-0.0244,0.039,-0.0122,-0.0271,-0.0382,-0.157
26-10-2016,-0.1206,-0.1237,0.0016,0.0204,0.0273,-0.0428,-0.0037,-0.1232,-0.1905,-0.1141
25-10-2016,0.0189,-0.0229,0.0636,-0.1286,0.014,-0.0028,-0.0524,-0.0166,0.0804,-0.2125
24-10-2016,0.1247,0.1217,-0.035,-0.0538,0.0601,0.0121,-0.0416,-0.0483,-0.0183,0.0822
21-10-2016,-0.0872,0.0113,0.0617,-0.079,-0.0015,0.0231,0.0259,-0.0984,-0.2322,0.1044
20-10-2016,0.1352,0.0726,0.1422,0.0798,0.0449,-0.1621,-0.007,-0.0551,0.2044,-0.1345
19-10-2016,-0.076,0.0347,-0.0104,-0.1229,-0.0203,0.1081,0.0142,-0.1352,0.0512,-0.1438
18-10-2016,0.2717,0.1462,0.0771,-0.0357,0.02,0.0566,-0.0101,-0.0585,0.1267,-0.0789
17-10-2016,-0.0913,0.0526,-0.0366,-0.0185,-0.0028,-0.024,0.0952,-0.0279,0.0325,0.0405
14-10-2016,0.0275,0.0325,0.0765,-0.0907,0.0117,-0.04,0.0468,-0.0191,-0.0558,-0.0131
13-10-2016,0.071,0.0836,-0.0391,0.0073,0.0721,-0.048,-0.0268,-0.1064,0.0167,-0.0738
12-10-2016,0.0016,-0.0956,-0.0094,-0.0275,0.0259,-0.0252,0.0623,-0.0955,-0.0518,-0.1287
11-10-2016,-0.06,0.0088,-0.0938,0.0031,-0.0173,0.0295,-0.0554,-0.0741,0.0861,-0.113
10-10-2016,0.2119,0.0464,-0.0321,0.042,-0.2145,0.0854,0.0267,0.076,0.1947,-0.1889
30-09-2016,0.0187,-0.0121,-0.0073,-0.0314,0.027,-0.044,0.0867,-0.1076,0.0469,-0.0686
29-09-2016,0.0199,0.0051,0.019,-0.0034,0.0143,-0.094,0.072,-0.155,-0.0824,-0.0784
28-09-2016,-0.0733,-0.0469,-0.0074,0.0025,0.0525,-0.0913,0.0504,-0.0636,-0.0463,-0.0367
27-09-2016,0.2211,0.0792,0.0343,0.0374,-0.0166,-0.0342,-0.0999,-0.0776,0.0543,-0.052
26-09-2016,-0.2062,0.152,-0.0618,-0.0016,0.0224,-0.3446,-0.0027,-0.05,-0.0343,0.0619
23-09-2016,-0.0662,0.0135,-0.1103,0.013,-0.0051,-0.2338,-0.0547,-0.128,-0.1015,-0.0477
22-09-2016,-0.0265,0.0794,0.122,-0.043,-0.018,0.0703,0.0519,-0.0685,0.1316,-0.1117
21-09-2016,0.0717,0.049,-0.0263,0.0237,-0.0633,-0.074,0.0216,-0.0923,0.0178,-0.0815
20-09-2016,-0.0362,0.0373,-0.0345,-0.0133,0.0453,0.0019,0.115,-0.0465,-0.0261,-0.1399
19-09-2016,0.1334,-0.018,0.0964,-0.0129,0.0145,-0.0394,0.0078,-0.0793,0.1208,-0.1874
14-09-2016,-0.0624,0.004,-0.1246,0.041,0.0015,-0.1654,-0.0027,-0.2435,-0.0062,-0.0504
13-09-2016,0.0429,0.0207,0.0224,-0.0397,0.012,0.0033,-0.0518,-0.0362,0.0397,-0.3425
12-09-2016,-0.4695,-0.08,0.0524,0.0466,0.0025,-0.1519,0.0691,-0.0683,-0.4685,0.2742
09-09-2016,-0.1761,-0.084,-0.0503,-0.0518,0.047,-0.141,-0.0031,-0.0672,-0.0811,-0.0125
08-09-2016,0.0267,-0.0096,0.0135,0.0078,-0.0404,-0.1286,-0.069,-0.1426,0.0741,-0.1843
07-09-2016,-0.0768,0.1319,-0.03,0.0493,0.0175,-0.1485,-0.0438,-0.0835,0.0073,-0.1618
06-09-2016,0.184,0.041,0.0682,0.1353,-0.0628,0.0397,0.0109,0.0466,0.0972,-0.1893
05-09-2016,-0.0136,0.114,-0.0295,0.0272,0.0382,-0.0745,0.0615,0.0063,0.0458,-0.1483
02-09-2016,-0.1118,0.0065,0.0612,0.0237,0.0211,-0.0643,-0.1944,-0.2321,-0.1581,0.0439
01-09-2016,-0.0829,-0.142,0.022,0.0372,-0.0555,-0.1791,-0.013,-0.1441,-0.0355,-0.0429
31-08-2016,-0.065,-0.0538,0.0757,-0.0532,-0.0113,0.1479,-0.0187,-0.068,-0.0469,-0.0596
30-08-2016,0.0117,-0.0003,-0.0277,-0.0142,-0.0523,0.0132,-0.0396,-0.0375,-0.0051,-0.0558
29-08-2016,0.0413,0.025,0.0293,0.0476,0.036,-0.0698,-0.0757,-0.201,-0.0776,-0.1578
26-08-2016,0.0379,-0.0196,0.0334,0.0525,-0.0316,-0.2439,-0.048,-0.1246,0.1451,-0.1466
25-08-2016,-0.0393,0.0255,-0.0526,0.0807,-0.0101,-0.148,0.1863,-0.0036,-0.0725,-0.0895
24-08-2016,0.1307,0.0124,-0.0121,0.0262,-0.025,-0.1499,0.0907,-0.1352,0.1818,-0.1212
23-08-2016,-0.0631,-0.0358,-0.0111,0.0589,0.002,-0.0085,-0.0447,-0.0351,-0.1298,-0.141
22-08-2016,-0.2557,-0.0086,-0.077,0.0431,0.0417,-0.3623,0.0184,-0.1392,-0.1695,-0.0377
19-08-2016,0.1087,0.0348,0.014,0.0525,0.0558,-0.1954,0.0471,-0.012,0.1011,-0.0406
18-08-2016,-0.0039,0.0307,0.0185,0.0032,0.0999,0.0164,-0.1917,-0.0967,0.0487,-0.1655
17-08-2016,-0.0886,-0.0287,-0.116,-0.0205,-0.0454,0.0811,0.0666,0.0428,-0.1202,-0.1579
16-08-2016,-0.0294,-0.0683,-0.0289,-0.0574,-0.0238,0.0544,-0.0978,0.0596,0.2672,-0.2426
15-08-2016,0.34,0.1061,0.2311,0.0826,0.0416,0.1143,0.0125,-0.0629,0.2507,0.0797
12-08-2016,0.1624,0.1623,0.1568,-0.0122,0.0197,-0.0099,-0.083,-0.0922,-0.0156,0.0636
11-08-2016,-0.2356,-0.0127,0.0194,-0.0551,0.028,-0.075,-0.0225,-0.1129,-0.2108,0.1116
10-08-2016,-0.1154,-0.007,-0.1795,0.0115,0.0798,0.0178,0.1922,0.0245,-0.0187,-0.0888
09-08-2016,0.1144,-0.0694,0.0795,0.0536,-0.0563,0.0671,0.0007,-0.0089,0.2341,-0.1283
08-08-2016,0.3207,0.2519,-0.0869,-0.038,0.0401,-0.0619,-0.0618,0.0333,-0.1195,0.0701
05-08-2016,-0.1049,0.0633,-0.0777,-0.0451,0.0616,-0.081,-0.0241,-0.0634,-0.1597,0.0755
04-08-2016,0.1101,0.0731,-0.0317,0.0572,-0.0351,0.0468,0.0844,-0.0372,0.2005,-0.1524
03-08-2016,-0.1017,-0.1272,0.0128,-0.072,0.0001,0.1842,-0.0602,-0.0247,-0.188,-0.1279
02-08-2016,0.1307,-0.0021,0.0839,-0.0486,-0.0421,0.0557,-0.1278,-0.0103,0.0734,-0.1458
01-08-2016,0.0058,0.1747,-0.0514,0.0192,0.0867,-0.3384,0.2048,-0.0381,0.0572,0.1461
29-07-2016,-0.0642,-0.0997,0.156,-0.0542,0.0194,-0.1876,0.1116,-0.0074,-0.0682,-0.0055
28-07-2016,-0.26,0.0389,0.3321,-0.0736,0.0021,0.0119,0.1022,-0.001,-0.4432,0.1085
27-07-2016,-0.8705,0.152,0.0172,-0.0072,0.0638,-0.2346,0.1258,-0.2278,-0.6393,0.5343
26-07-2016,0.0606,0.0899,0.1637,0.0491,-0.0487,0.0084,0.041,-0.0908,0.0512,-0.0678
25-07-2016,0.0055,0.0898,0.0727,-0.0463,-0.0092,-0.1179,-0.1769,-0.0031,-0.1407,-0.1031
22-07-2016,-0.0312,-0.005,-0.1545,0.0416,0.0767,-0.0135,-0.1881,-0.0851,-0.1437,0.0034
21-07-2016,0.0554,0.0659,0.0207,0.0543,-0.0644,-0.1899,-0.1501,-0.1617,-0.0757,0.0989
20-07-2016,0.0051,-0.0265,0.0162,-0.0281,-0.0836,-0.1584,0.1423,-0.127,-0.0146,-0.1285
19-07-2016,0.1476,-0.0693,-0.0931,0.0574,0.0064,0.0129,-0.1967,0.0614,0.1965,-0.2728
18-07-2016,-0.0259,-0.0332,0.1497,-0.0294,0.0226,-0.1383,-0.0397,-0.0847,0.1112,-0.0703
15-07-2016,-0.233,-0.0922,0.1251,-0.0559,0.0019,0.0119,0.1586,-0.0861,-0.2887,0.1015
14-07-2016,0.0359,-0.0688,0.0347,0.0472,-0.0311,0.0385,-0.0354,0.0211,-0.0376,-0.1639
13-07-2016,0.0528,0.0676,0.0171,0.1707,0.0604,-0.088,-0.1169,-0.0641,0.2286,-0.0675
12-07-2016,0.0339,0.0908,0.3031,-0.0556,-0.0965,0.0688,-0.3237,-0.09,-0.1964,0.2492
11-07-2016,-0.106,0.1605,0.0096,-0.0869,0.0592,-0.0996,-0.2793,-0.1571,-0.1037,0.2948
08-07-2016,-0.023,-0.0695,0.0203,0.0892,-0.004,-0.1215,-0.0939,-0.0899,0.0005,-0.161
07-07-2016,0.0096,0.0097,0.0609,-0.0189,0.0021,0.1278,0.0791,-0.033,-0.0609,-0.0633
06-07-2016,0.0204,-0.1045,0.1275,-0.0566,-0.0482,-0.1305,0.0486,-0.0386,0.063,-0.0205
05-07-2016,0.1017,-0.1065,0.0236,-0.1521,0.142,0.1228,-0.2399,-0.0243,-0.0039,-0.0074
04-07-2016,0.3522,0.1287,0.1611,0.0192,-0.0345,-0.0257,-0.2184,0.0298,0.1153,0.0364
01-07-2016,-0.1636,-0.0282,0.0472,0.0181,-0.0639,-0.0457,0.0166,0.0013,-0.085,-0.0217
30-06-2016,-0.0796,0.1504,-0.0724,0.1232,-0.0249,-0.3701,-0.0579,-0.1368,-0.0244,-0.0701
29-06-2016,-0.0747,-0.0559,-0.003,-0.0326,-0.0466,0.118,0.0696,0.0079,-0.0471,0.0114
28-06-2016,0.1987,-0.1237,0.0101,0.1067,-0.0444,-0.228,-0.1976,-0.071,0.3578,-0.137
27-06-2016,0.3565,0.0032,0.0054,0.0252,-0.1198,-0.0108,-0.1432,0.0761,0.286,-0.1009
24-06-2016,-0.2163,0.0139,-0.0438,0.0824,-0.1109,0.009,0.1696,0.0433,0.0545,-0.1573
23-06-2016,-0.1429,-0.0288,-0.0401,0.079,-0.0552,-0.1783,-0.1596,-0.0221,0.0135,-0.1341
22-06-2016,0.4813,0.1537,0.0754,0.0768,-0.0767,-0.0242,-0.1888,-0.075,0.3162,-0.1889
21-06-2016,-0.2585,-0.0907,-0.0094,0.0271,0.0866,-0.2459,-0.1288,0.0683,-0.1996,0.0475
20-06-2016,0.2688,-0.1019,0.2672,0.1243,-0.1138,-0.1088,0.0734,0.1908,0.0103,-0.0841
17-06-2016,0.1655,0.0411,0.0651,-0.0174,-0.0339,-0.1873,-0.0702,-0.0351,0.0504,-0.1167
16-06-2016,0.0317,-0.0862,0.0748,-0.1124,-0.0241,0.1805,-0.0224,0.0362,0.098,-0.288
15-06-2016,0.5313,-0.0048,0.1679,0.1505,-0.1586,0.2833,0.026,0.1091,0.43,-0.3784
14-06-2016,0.0702,-0.0251,0.1425,-0.0056,-0.0244,0.0073,-0.0248,0.0344,-0.0803,-0.1472
13-06-2016,-0.8687,-0.0025,-0.1484,-0.1181,0.1909,-0.0812,0.2201,-0.0053,-0.9295,0.2794
08-06-2016,-0.0702,-0.0447,-0.0344,0.0711,0.0394,-0.0161,-0.048,-0.1178,-0.0503,-0.0138
07-06-2016,0.1892,-0.2556,0.1135,-0.0479,-0.0677,0.0259,0.0727,0.1167,-0.1367,-0.1435
06-06-2016,-0.1045,-0.0537,0.0281,0.0353,0.0382,0.1322,0.0621,-0.0815,0.096,-0.1421
03-06-2016,-0.0092,-0.1366,0.1227,0.0865,-0.0783,-0.156,-0.0248,-0.0946,-0.1152,0.0641
02-06-2016,0.2398,-0.0889,0.1075,-0.0905,-0.0235,0.0676,-0.0527,0.0357,0.2647,-0.2742
01-06-2016,0.1244,-0.0444,0.0344,-0.0106,-0.0502,0.1335,0.1641,0.011,0.2477,-0.1842
31-05-2016,0.7467,-0.0001,0.2407,0.1082,-0.1457,0.0344,-0.2222,0.0045,0.6624,-0.1327
30-05-2016,-0.1242,-0.0788,0.0334,0.0266,0.0003,-0.162,-0.0365,-0.141,-0.1318,0.0015
27-05-2016,-0.0544,-0.0714,0.0004,-0.0567,0.0219,-0.1581,-0.1036,-0.0338,-0.1563,-0.0871
26-05-2016,0.1617,0.0017,0.0463,-0.0168,-0.1126,0.109,-0.0229,0.0055,0.1158,-0.101
25-05-2016,0.0843,0.0714,-0.0392,-0.0473,-0.0157,-0.177,-0.0431,-0.0145,-0.0176,-0.1226
24-05-2016,-0.2469,0.0116,-0.0699,0.0163,-0.0105,-0.0737,-0.0134,-0.2067,-0.117,-0.0247
23-05-2016,0.2384,-0.0542,0.166,0.0715,-0.0151,-0.0338,0.0695,-0.0278,0.4737,-0.351
20-05-2016,0.2342,-0.0649,0.0992,-0.0053,-0.0762,-0.1257,-0.2371,0.0422,0.1974,-0.2353
19-05-2016,0.2045,0.0353,-0.0958,-0.0353,-0.0934,0.08,-0.0197,0.0474,0.202,-0.0957
18-05-2016,-0.4908,-0.0327,-0.1022,-0.0296,0.028,0.1483,-0.0882,-0.0377,-0.6658,0.5769
17-05-2016,0.1186,0.0325,-0.1758,0.0835,-0.0493,-0.0702,-0.0912,-0.1005,0.2068,-0.0422
16-05-2016,0.3533,-0.1306,0.1922,-0.1186,-0.0685,0.2091,0.076,-0.1394,0.304,-0.2899
13-05-2016,-0.0981,-0.0221,-0.0588,0.0141,-0.0947,0.0102,0.065,0.0372,-0.0578,-0.0461
12-05-2016,0.0841,-0.0662,0.1301,0.0928,0.0182,0.1303,0.0986,0.2039,-0.0977,0.3034
11-05-2016,-0.1493,-0.0176,0.2729,-0.0094,0.0469,-0.1381,-0.1067,0.0177,-0.4654,0.3294
10-05-2016,0.1402,0.0349,0.0841,0.062,-0.0013,-0.2253,-0.1299,-0.0258,0.0228,0.1722
09-05-2016,-0.5458,-0.1837,-0.0775,0.087,-0.05,-0.0994,0.0175,0.0312,-0.787,0.5891
06-05-2016,-0.6081,-0.1549,-0.1239,0.019,0.0768,-0.1796,0.1183,-0.0279,-0.5227,0.3018
05-05-2016,0.2454,0.0713,0.0805,-0.0391,-0.0786,0.021,0.1983,0.0209,0.2218,-0.1317
04-05-2016,0.0639,-0.0348,0.1059,-0.0411,0.048,-0.0444,-0.0121,-0.0349,0.0769,-0.1165
03-05-2016,0.583,0.0046,0.3069,0.0817,-0.1701,0.0479,0.0007,0.1203,0.4254,-0.1867
29-04-2016,-0.1237,-0.1193,0.0597,-0.0328,-0.0183,-0.0504,0.1093,-0.0593,-0.1428,-0.0103
28-04-2016,0.0428,0.1029,-0.0376,0.0943,-0.0602,0.0166,0.0923,-0.147,0.093,-0.0701
27-04-2016,-0.2094,-0.2284,0.0076,0.046,0.0716,-0.0245,0.0443,-0.1287,-0.1495,-0.1094
26-04-2016,0.2352,0.0086,0.1289,0.0259,-0.0698,0.028,-0.0602,-0.0685,0.2149,-0.2564
25-04-2016,-0.1488,0.124,-0.1075,-0.0795,0.0115,-0.2075,0.0118,-0.0652,-0.0942,-0.0445
22-04-2016,0.1461,-0.0968,0.1892,0.1154,-0.1395,0.0456,0.1667,-0.065,0.0827,-0.2519
21-04-2016,-0.196,0.1512,-0.191,-0.0092,0.0961,-0.1512,-0.1199,0.0339,-0.4152,0.1085
20-04-2016,-0.7815,0.1152,-0.1183,-0.0916,-0.0062,-0.0953,0.2498,-0.3398,-0.7441,0.4445
19-04-2016,0.0197,-0.0938,0.0358,-0.0347,-0.0032,0.0736,-0.0221,-0.0075,-0.0921,-0.1315
18-04-2016,-0.2464,0.063,-0.1864,0.0228,0.0024,-0.0222,0.242,-0.1542,-0.0896,-0.0972
15-04-2016,-0.1163,-0.0224,-0.0035,0.0081,-0.0127,0.0009,0.0245,-0.2706,0.0378,-0.3092
14-04-2016,0.0981,-0.1561,0.1081,0.0268,0.0296,0.0482,-0.1467,-0.1678,0.0486,-0.3333
13-04-2016,0.2691,0.1337,0.0953,-0.038,0.0537,-0.0007,-0.1233,0.0436,0.235,-0.0375
12-04-2016,-0.2398,0.2064,-0.1659,0.041,-0.0104,-0.0871,-0.0877,-0.1524,-0.1542,-0.0974
11-04-2016,0.3585,0.0975,0.0357,0.1123,-0.0302,-0.2937,-0.2258,0.0331,0.2488,-0.2108
08-04-2016,-0.1097,-0.1613,0.0142,-0.0023,-0.0033,-0.0642,-0.1194,-0.1656,-0.2308,-0.1021
07-04-2016,-0.4432,-0.0237,-0.1,-0.0224,0.1094,-0.0886,0.0743,-0.0622,-0.241,-0.1212
06-04-2016,-0.0335,-0.1512,0.075,0.1086,-0.0645,-0.1212,-0.0958,0.0445,0.1287,-0.272
05-04-2016,0.5094,-0.127,0.2244,0.0333,0.0285,0.015,-0.3059,0.0034,0.4148,-0.2938
01-04-2016,-0.0766,0.1284,0.0401,-0.1094,0.1013,-0.1813,0.022,-0.2058,-0.1563,0.0117
31-03-2016,0.0543,0.0242,0.1021,-0.1174,-0.0381,-0.1476,0.0389,-0.1316,0.2036,-0.154
30-03-2016,0.7724,0.125,0.215,0.2423,-0.1852,-0.053,-0.0468,0.0193,0.6075,-0.2842
29-03-2016,-0.258,0.0788,-0.0985,0.0297,0.0917,-0.013,0.1066,-0.0981,-0.2043,0.105
28-03-2016,-0.2313,-0.1344,-0.0068,-0.036,0.0559,-0.0022,0.0435,-0.0168,-0.241,-0.0893
25-03-2016,-0.0238,0.0763,-0.101,-0.0741,-0.0256,0.0332,-0.2102,0.0035,-0.2268,-0.1956
24-03-2016,-0.3006,-0.1193,-0.0116,0.0214,0.0606,-0.2028,0.3454,0.0414,-0.2064,-0.0347
23-03-2016,0.2908,0.0095,0.0304,0.0526,-0.1364,-0.1186,0.0296,0.0419,0.3848,-0.2274
22-03-2016,-0.0471,-0.1271,-0.0109,0.1251,-0.068,-0.0023,0.0907,-0.0748,0.016,-0.0906
21-03-2016,0.4764,0.1252,0.1249,0.0103,-0.0165,0.0457,-0.1967,0.0814,0.7106,-0.2852
18-03-2016,0.8359,-0.1098,0.1147,0.0971,-0.0519,-0.1001,-0.1229,0.2253,0.8726,-0.4562
17-03-2016,0.8783,-0.0062,0.1389,0.236,-0.1221,0.02,0.0645,0.1008,0.8062,-0.4487
16-03-2016,-0.2723,0.0943,0.0094,0.0275,0.0543,-0.0121,0.033,-0.4676,-0.0813,-0.016
15-03-2016,-0.0329,-0.0843,0.0511,-0.1145,-0.0286,-0.0991,0.0303,-0.2826,-0.2783,0.2364
14-03-2016,0.7199,-0.0004,0.2168,0.1137,-0.0842,-0.1264,-0.0608,0.042,0.8273,-0.49
11-03-2016,0.0992,-0.043,0.0771,-0.0107,0.01,-0.1771,0.0118,-0.1134,-0.117,-0.0262
10-03-2016,-0.1698,-0.1413,-0.0153,0.0246,-0.0615,-0.003,0.2047,0.0346,-0.2944,0.0583
09-03-2016,-0.4267,-0.1462,0.0056,0.0821,-0.1355,-0.1139,0.2738,-0.1855,-0.187,0.0203
08-03-2016,0.1419,-0.0189,-0.0318,0.1308,-0.168,-0.172,-0.0938,-0.1795,0.3895,-0.3924
07-03-2016,0.5181,0.1207,0.0554,-0.037,-0.0994,0.0017,-0.1986,0.0235,0.3268,-0.492
04-03-2016,-0.8164,0.1904,0.0261,-0.1286,0.2091,-0.1034,-0.2076,-0.311,-0.9188,0.9824
03-03-2016,-0.108,-0.1449,0.0102,-0.0104,0.0937,0.1295,-0.4384,0.0231,-0.2017,-0.1674
02-03-2016,0.8721,0.2986,0.3155,-0.0515,0.0992,-0.0653,-0.4451,0.0205,0.5675,-0.2111
